height,weight,age,male,BMI,bmi_category
170.815,58.456669,28.0,1,20.034663570937123,Normal
127.0,21.488921,12.0,0,13.323157666315334,Underweight
159.385,44.4236665,83.0,0,17.487168975385554,Underweight
159.4,44.4,54.0,1,17.47456349012687,Underweight
153.67,44.565414,54.0,0,18.872079735826706,Normal
160.02,44.622113,68.0,1,17.42615607932148,Underweight
150.495,40.483086,68.0,0,17.874317519718733,Underweight
149.225,44.0834725,56.0,0,19.796691798001074,Normal
127.0,24.4089195,15.0,0,15.133560357120714,Underweight
142.875,34.416293,57.0,0,16.859768364475002,Underweight
142.113,32.772022,22.0,0,16.226902353122764,Underweight
147.32,35.947166,40.0,0,16.563085236753118,Underweight
162.56,49.5549,19.0,1,18.752502104613587,Normal
164.465,53.183662,41.0,1,19.662161499007336,Normal
160.02,37.081146,75.9000000000001,1,14.481202129448853,Underweight
153.67,40.5114355,73.9000000000001,0,17.155344747135093,Underweight
167.005,50.6038575,49.0,1,18.1436507099474,Underweight
151.13,43.9700745,26.0,1,19.251112713086247,Normal
147.955,33.792604,17.0,0,15.436980885934727,Underweight
125.3998,21.375523,13.0,0,13.593242411301102,Underweight
111.125,16.669506,8.0,0,13.498924917849832,Underweight
153.035,49.89,88.0,1,21.302568388095064,Normal
139.065,33.5941575,68.0,0,17.371130132264646,Underweight
152.4,43.8566765,33.0,1,18.88277348082474,Normal
154.94,48.137451,26.0,0,20.051921063261638,Normal
147.955,42.751046,56.0,0,19.529334879185882,Normal
143.51,34.8415355,16.0,1,16.917374276443287,Underweight
117.983,24.097075,13.0,0,17.311131661685554,Underweight
144.145,33.906002,34.0,0,16.31839413419749,Underweight
92.71,12.076887,5.0,0,14.050825512046973,Underweight
147.955,41.276872,17.0,0,18.855909538524298,Normal
155.575,39.7176495,74.0,1,16.409823866711456,Underweight
150.495,35.947166,69.0,0,15.871592867649408,Underweight
155.575,50.915702,50.0,1,21.036433736341024,Normal
154.305,45.756093,44.0,0,19.217148061893543,Normal
130.6068,25.2594045,15.0,0,14.807833748425523,Underweight
101.6,15.3370795,5.0,0,14.857825481275961,Underweight
157.48,49.214732,18.0,0,19.84468968937938,Normal
168.91,58.8252125,41.0,1,20.618296508230756,Normal
150.495,43.4597835,27.0,0,19.18860557263923,Normal
111.76,17.8318355,8.90000000000009,1,14.276549743698656,Underweight
160.02,51.9646335,38.0,1,20.293611241039564,Normal
167.64,50.688906,57.0,1,18.036722092727935,Underweight
144.145,34.246196,64.5,0,16.482123841229573,Underweight
145.415,39.3774555,42.0,0,18.622124855088565,Normal
160.02,59.5622995,24.0,1,23.26070770181349,Normal
147.32,40.312989,16.0,1,18.57469022607487,Normal
164.465,52.16308,71.0,1,19.284849231435768,Normal
153.035,39.972795,49.5,0,17.06801361296461,Underweight
149.225,43.941725,33.0,1,19.73303684045123,Normal
160.02,54.601137,28.0,0,21.32323799794992,Normal
149.225,45.075705,47.0,0,20.242276500849975,Normal
85.09,11.453198,3.0,1,15.81866108708827,Underweight
84.455,11.7650425,1.0,1,16.494637206584603,Underweight
59.6138,5.896696,1.0,0,16.592626073688724,Underweight
92.71,12.1052365,3.0,1,14.083808670525958,Underweight
111.125,18.313777,6.0,0,14.830451525392846,Underweight
90.805,11.3681495,5.0,0,13.787015084421874,Underweight
153.67,41.333571,27.0,0,17.50349380078584,Underweight
99.695,16.2442635,5.0,0,16.34380869475764,Underweight
62.484,6.80388,1.0,0,17.4268542072678,Underweight
81.915,11.8784405,2.0,1,17.70241653577472,Underweight
96.52,14.968536,2.0,0,16.06736648376344,Underweight
80.01,9.865626,1.0,1,15.411187587303369,Underweight
150.495,41.900561,55.0,0,18.5001689734904,Normal
151.765,42.524,83.4000000000001,1,18.462514822825554,Underweight
140.6398,28.859791,12.0,1,14.590719263484313,Underweight
88.265,12.7856245,2.0,0,16.41137217370962,Underweight
158.115,43.147939,63.0,1,17.258931748553326,Underweight
149.225,40.82328,52.0,0,18.33262777435469,Underweight
151.765,42.864444,49.0,1,18.610324351476248,Normal
154.94,46.209685,31.0,0,19.248899489467888,Normal
123.825,20.581737,9.0,0,13.423487138887491,Underweight
104.14,15.87572,6.0,0,14.638557534104951,Underweight
161.29,47.853956,35.0,1,18.395134266863487,Underweight
148.59,42.52425,35.0,0,19.26005386089229,Normal
97.155,17.066399,7.0,0,18.080547725023855,Underweight
93.345,13.1825175,5.0,1,15.129209489295,Underweight
160.655,48.5059945,24.0,1,18.793467629585514,Normal
157.48,45.869491,41.0,1,18.495799491598984,Underweight
167.005,52.900167,32.0,1,18.966976036281153,Normal
157.48,47.570461,43.0,1,19.181675863351728,Normal
91.44,12.927372,6.0,0,15.461008236831288,Underweight
60.452,5.6699,1.0,1,15.51508116786448,Underweight
137.16,28.91649,15.0,1,15.370592983984324,Underweight
152.4,43.544832,63.0,0,18.748506830346994,Normal
152.4,43.431434,21.0,0,18.69968259380963,Normal
81.28,11.509897,1.0,1,17.422242217531313,Underweight
109.22,11.7083435,2.0,0,9.8150182373918,Underweight
71.12,7.540967,1.0,1,14.90882937123017,Underweight
89.2048,12.700576,3.0,0,15.96051754533135,Underweight
67.31,7.200773,1.0,0,15.893514378698388,Underweight
85.09,12.360382,1.0,1,17.0716243415111,Underweight
69.85,7.7961125,1.0,0,15.97884104859119,Underweight
161.925,53.2120115,55.0,0,20.294663968028438,Normal
152.4,44.678812,38.0,0,19.236749195720613,Normal
88.9,12.5588285,3.0,1,15.890794373425482,Underweight
90.17,12.700576,3.0,1,15.620656355377378,Underweight
71.755,7.37087,1.0,0,14.315760168837283,Underweight
83.82,9.2135875,1.0,0,13.113947830283172,Underweight
159.385,47.2019175,28.0,1,18.58081451436946,Normal
142.24,28.632995,16.0,0,14.152178256524879,Underweight
142.24,31.6663915,36.0,0,15.651468428255733,Underweight
168.91,56.4438545,38.0,1,19.783628119463824,Normal
123.19,20.014747,12.0,1,13.18861511142089,Underweight
74.93,8.50485,1.0,1,15.147996397687706,Underweight
74.295,8.3064035,1.0,0,15.04852208331051,Underweight
90.805,11.623295,3.0,0,14.096449338186956,Underweight
160.02,55.791816,48.0,1,21.788230726877174,Normal
67.945,7.9662095,1.0,0,17.25586433092685,Underweight
135.89,27.21552,15.0,0,14.738104766627917,Underweight
158.115,47.4854125,45.0,1,18.993896635234442,Normal
85.09,10.8011595,3.0,1,14.918093747971858,Underweight
93.345,14.004653,3.0,0,16.07275158647684,Underweight
152.4,45.1607535,38.0,0,19.4442522010044,Normal
155.575,45.529297,21.0,0,18.810975824367308,Normal
154.305,48.874538,50.0,0,20.52686695087018,Normal
156.845,46.5782285,41.0,1,18.93396674400096,Normal
120.015,20.128145,13.0,0,13.974384657708033,Underweight
114.3,18.14368,8.0,1,13.88778283729407,Underweight
83.82,10.9145575,3.0,1,15.534984352796991,Underweight
156.21,43.885026,30.0,0,17.984513541900373,Underweight
137.16,27.158821,12.0,1,14.436302037899003,Underweight
114.3,19.050864,7.0,1,14.582171979158774,Underweight
93.98,13.834556,4.0,0,15.66369955238084,Underweight
168.275,56.0469615,21.0,1,19.793056961692425,Normal
147.955,40.086193,38.0,0,18.31198907106687,Underweight
139.7,26.5634815,15.0,1,13.61106732957268,Underweight
157.48,50.802304,19.0,0,20.48484096968194,Normal
76.2,9.2135875,1.0,1,15.867876874642635,Underweight
66.04,7.5693165,1.0,1,17.35571603539656,Underweight
160.7,46.3,31.0,1,17.92871805019189,Underweight
114.3,19.4194075,8.0,0,14.864267568041308,Underweight
146.05,37.9032815,16.0,1,17.76943782999097,Underweight
161.29,49.3564795,21.0,1,18.972706610550553,Normal
69.85,7.314171,0.0,0,14.991058147405555,Underweight
133.985,28.1510535,13.0,1,15.681308216236067,Underweight
67.945,7.824462,0.0,1,16.948820481622104,Underweight
150.495,44.111822,50.0,0,19.47649724137419,Normal
163.195,51.0291,39.0,1,19.16038412464113,Normal
148.59,40.766581,44.0,1,18.46397163464208,Underweight
148.59,37.5630875,36.0,0,17.013047577121526,Underweight
161.925,51.59609,36.0,1,19.678363570491076,Normal
153.67,44.8205595,18.0,0,18.98012599385625,Normal
68.58,8.0229085,0.0,0,17.058344370461032,Underweight
151.13,43.4030845,58.0,0,19.002871414400413,Normal
163.83,46.719976,58.0,1,17.4066721067761,Underweight
153.035,39.5475525,33.0,0,16.886439000060733,Underweight
151.765,34.7848365,21.5,0,15.10242591220989,Underweight
132.08,22.792998,11.0,1,13.065539037882806,Underweight
156.21,39.292407,26.0,1,16.10241328751545,Underweight
140.335,37.4496895,22.0,0,19.015871032704368,Normal
158.75,48.6760915,28.0,1,19.314711736623472,Normal
142.875,35.606972,42.0,0,17.44305524364135,Underweight
84.455,9.3836845,2.0,1,13.155963651516876,Underweight
151.9428,43.714929,21.0,1,18.93518387172856,Normal
161.29,48.19415,19.0,1,18.525905363547352,Normal
127.9906,29.8520235,13.0,1,18.22290557799115,Underweight
160.9852,50.972401,48.0,1,19.668135340367648,Normal
144.78,43.998424,46.0,0,20.990364295286916,Normal
132.08,28.292801,11.0,1,16.21816910423761,Underweight
117.983,20.354941,8.0,1,14.622814744812034,Underweight
160.02,48.19415,25.0,1,18.82113426610325,Normal
154.94,39.179009,16.0,1,16.320232573278908,Underweight
160.9852,46.6916265,51.0,1,18.016362016454682,Underweight
165.989,56.415505,25.0,1,20.475752103684012,Normal
157.988,48.591043,28.0,1,19.467402963817207,Normal
154.94,48.2224995,26.0,0,20.087348485634895,Normal
97.9932,13.2959155,5.0,1,13.846065014078373,Underweight
64.135,6.6621325,1.0,0,16.196570575672272,Underweight
160.655,47.4854125,54.0,1,18.398046919670215,Underweight
147.32,35.550273,66.0,0,16.380212055905684,Underweight
146.7,36.6,20.0,0,17.006731598925512,Underweight
147.32,48.9595865,25.0,0,22.558713094536778,Normal
172.9994,51.255896,38.0,1,17.125948589687656,Underweight
158.115,46.5215295,51.0,1,18.608348882638637,Normal
147.32,36.967748,48.0,0,17.033330558932228,Underweight
124.9934,25.117657,13.0,1,16.076998166186257,Underweight
106.045,16.272613,6.0,1,14.470278945936354,Underweight
165.989,48.647742,27.0,1,17.65647769342802,Underweight
149.86,38.045029,22.0,0,16.94050930474742,Underweight
76.2,8.50485,1.0,0,14.647270961208587,Underweight
161.925,47.286966,60.0,1,18.03489584372479,Underweight
140.0048,28.3495,15.0,0,14.46303884400843,Underweight
66.675,8.1363065,0.0,0,18.30211381057683,Underweight
62.865,7.200773,0.0,1,18.220541532400276,Underweight
163.83,55.394923,43.0,1,20.63873622368962,Normal
147.955,32.488527,12.0,1,14.841258469195635,Underweight
160.02,54.204244,27.0,1,21.168240421640835,Normal
154.94,48.477645,30.0,1,20.193630752754657,Normal
152.4,43.0628905,29.0,0,18.541003825063203,Normal
62.23,7.257472,0.0,0,18.740698206094457,Normal
146.05,34.189497,23.0,0,16.028378476416687,Underweight
151.9936,49.951819,30.0,0,21.62224105551206,Normal
157.48,41.3052215,17.0,1,16.655364560729122,Underweight
55.88,4.8477645,0.0,0,15.524896700619843,Underweight
60.96,6.23689,0.0,1,16.783331309718175,Underweight
151.765,44.338618,41.0,0,19.250361961447652,Normal
144.78,33.45241,42.0,0,15.959168729664022,Underweight
118.11,16.896302,7.0,0,12.112068668581779,Underweight
78.105,8.221355,3.0,0,13.476767253620435,Underweight
160.655,47.286966,43.0,1,18.321159559408905,Underweight
151.13,46.1246365,35.0,0,20.194429648092406,Normal
121.92,20.184844,10.0,0,13.579240786953793,Underweight
92.71,12.757275,3.0,1,14.842421315542577,Underweight
153.67,47.400364,75.5,1,20.072593713932736,Normal
147.32,40.8516295,64.0,0,18.822875257224954,Normal
139.7,50.348712,38.0,1,25.798565183907233,Overweight
157.48,45.132404,24.2,0,18.198586397172797,Underweight
91.44,11.623295,4.0,0,13.901345125221116,Underweight
154.94,42.240755,26.0,1,17.595619778716046,Underweight
143.51,41.6454155,19.0,0,20.22101123848266,Normal
83.185,9.1568885,2.0,1,13.232986946132392,Underweight
158.115,45.2174525,43.0,1,18.08672545265608,Underweight
147.32,51.255896,38.0,0,23.616765069439776,Normal
123.825,21.205426,10.0,1,13.830259476429536,Underweight
88.9,11.5949455,3.0,1,14.67118487298199,Underweight
160.02,49.271431,23.0,1,19.241841973227913,Normal
137.16,27.952607,16.0,0,14.85823988451818,Underweight
165.1,51.199197,49.0,1,18.7831749272966,Normal
154.94,43.8566765,41.0,0,18.268740803807866,Underweight
111.125,17.690088,6.0,1,14.325389708738598,Underweight
153.67,35.5219235,23.0,0,15.04244014566849,Underweight
145.415,34.246196,14.0,0,16.195483675267806,Underweight
141.605,42.88542,43.0,0,21.387129102155413,Normal
144.78,32.545226,15.0,0,15.526377713266355,Underweight
163.83,46.776675,21.0,1,17.427796708847428,Underweight
161.29,41.8722115,24.0,1,16.09574248350555,Underweight
154.9,38.2,20.0,1,15.920640193114862,Underweight
161.3,43.3,20.0,1,16.64252283734643,Underweight
170.18,53.637254,34.0,1,18.520363104437504,Normal
149.86,42.977842,29.0,0,19.136968782412136,Normal
123.825,21.54562,11.0,1,14.052135296907016,Underweight
85.09,11.4248485,3.0,0,15.779505985387555,Underweight
160.655,39.7743485,65.0,1,15.410423778087946,Underweight
154.94,43.3463855,46.0,0,18.056176269568343,Underweight
106.045,15.478827,8.0,0,13.764411680280924,Underweight
126.365,21.9141635,15.0,1,13.723702475813328,Underweight
166.37,52.673371,43.0,1,19.030100422534044,Normal
148.2852,38.441922,39.0,0,17.482739185306148,Underweight
124.46,19.27766,12.0,0,12.4449949024846,Underweight
89.535,11.113004,3.0,1,13.862635199743515,Underweight
101.6,13.494362,4.0,0,13.072689332878666,Underweight
151.765,42.807745,43.0,0,18.5857075203235,Normal
148.59,35.890467,70.0,0,16.255485458593096,Underweight
153.67,44.22522,26.0,0,18.728018058453987,Normal
53.975,4.252425,0.0,0,14.596588362726894,Underweight
146.685,38.0733785,48.0,0,17.694977141420708,Underweight
56.515,5.159609,0.0,0,16.154344037005202,Underweight
100.965,14.3164975,5.0,1,14.044137814947836,Underweight
121.92,23.2182405,8.0,1,15.619941298476347,Underweight
81.5848,10.659412,3.0,0,16.0145500879362,Underweight
154.94,44.111822,44.0,1,18.375023070927625,Underweight
156.21,44.0267735,33.0,0,18.042603055924598,Underweight
132.715,24.9759095,15.0,1,14.180165161227736,Underweight
125.095,22.5945515,12.0,0,14.438558012110484,Underweight
101.6,14.344847,5.0,0,13.896598324446648,Underweight
160.655,47.8823055,41.0,1,18.55182164019283,Normal
146.05,39.405805,37.4,0,18.473835889070642,Underweight
132.715,24.777463,13.0,0,14.067496425553964,Underweight
87.63,10.659412,6.0,0,13.881219612890812,Underweight
156.21,41.050076,53.0,1,16.822723261415852,Underweight
152.4,40.82328,49.0,0,17.576725153450305,Underweight
162.56,47.0318205,27.0,0,17.79772157566776,Underweight
114.935,17.519991,7.0,1,13.262618534028006,Underweight
67.945,7.2291225,1.0,0,15.65923631454216,Underweight
142.875,34.246196,31.0,0,16.776441667451234,Underweight
76.835,8.0229085,1.0,1,13.5898182321602,Underweight
145.415,31.127751,17.0,1,14.720729367089445,Underweight
162.56,52.16308,31.0,1,19.739486256316262,Normal
156.21,54.0624965,21.0,0,22.1553406488398,Normal
71.12,8.051258,0.0,1,15.917697524170558,Underweight
158.75,52.5316235,68.0,1,20.84458989397979,Normal
